MapCode,SpeciesName,CohortAge,CohortBiomass
23,ACCI,30,237
23,PSME,1,5515
23,PSME,100,234
23,PSME,110,234
23,PSME,120,234
23,PSME,130,234
23,RUSP,70,7
23,THPL,50,67
24,ACCI,20,101
24,ACCI,30,83
24,PSME,30,1046
24,PSME,80,5064
24,PSME,80,3551
24,PSME,110,2152
24,PSME,110,2229
24,PSME,120,2332
24,PSME,140,505
24,PSME,180,361
24,RUSP,70,267
24,TSHE,140,2889
25,PSME,50,3752
25,PSME,100,52
25,PSME,110,52
25,RUSP,50,5
25,THPL,60,96
25,TSHE,130,184
26,ACMA,10,578
26,ACMA,20,477
26,ACMA,20,409
26,ACMA,40,944
26,ACMA,40,1759
26,ACMA,50,2085
26,PISI,70,2311
26,RUSP,50,54
27,ACMA,1,1187
27,ALRU,10,1220
27,ALRU,20,1220
27,ALRU,20,1220
27,ALRU,20,1220
27,ALRU,20,1220
27,RHMA,20,6
27,RUSP,70,193
27,TSHE,60,25
27,VAOV,30,121
27,VAOV,40,142
27,VAOV,50,63
27,VAOV,60,63
28,ACCI,10,63
28,ACCI,10,63
28,ACCI,20,63
28,ACCI,20,63
28,ACMA,50,293
28,ACMA,50,293
28,MANE,1,46
28,MANE,20,22
28,PSME,1,5515
28,PSME,80,234
28,PSME,90,234
28,PSME,90,234
28,PSME,100,234
28,VAOV,20,11
29,ACMA,20,1078
29,ACMA,30,1078
29,PSME,100,2546
29,PSME,110,2546
29,RUSP,1,251
29,THPL,30,96
29,TSHE,140,1064
29,VAOV,1,24
30,ACCI,1,16
30,GASH,1,61
30,HODI,10,146
30,PSME,20,4426
30,PSME,30,5367
30,PSME,30,4206
30,PSME,30,1884
30,PSME,40,2234
30,PSME,50,2497
30,PSME,50,2510
30,PSME,90,1394
30,PSME,90,1425
30,RUSP,1,271
30,VAOV,1,39
31,ACMA,40,952
31,ACMA,60,762
31,PSME,140,236
31,RUSP,1,251
31,VAOV,1,19
32,ACMA,20,252
32,PSME,10,6482
32,PSME,40,9037
32,PSME,60,52
32,RUSP,1,4
32,TSHE,60,184
32,VAOV,1,6
33,PSME,30,4507
33,PSME,50,14334
33,PSME,50,11444
33,PSME,50,8554
33,PSME,50,4219
33,PSME,70,1298
33,RUSP,1,5
33,VAOV,1,6
34,ACCI,10,162
34,ACCI,30,45
34,ACCI,50,47
34,ACCI,60,82
34,ALRU,1,914
34,ALRU,1,914
34,ALRU,10,914
34,ALRU,20,952
34,ALRU,20,989
34,ALRU,20,1027
34,ALRU,20,1178
34,RUSP,20,5
35,ACCI,1,133
35,ACCI,30,81
35,ACCI,40,28
35,ACCI,40,108
35,GASH,30,51
35,HODI,1,11
35,MANE,20,22
35,PSME,20,5515
35,PSME,60,947
35,PSME,60,438
35,PSME,70,234
35,PSME,80,234
35,RHMA,60,71
35,RUSP,60,9
35,THPL,30,95
35,TSHE,60,838
35,VAOV,30,11
36,ACMA,20,1078
36,ACMA,20,1078
36,PSME,50,236
36,RUSP,1,251
36,VAOV,1,19
37,ACCI,20,41
37,ACCI,30,41
37,PSME,30,16932
37,PSME,40,13923
37,PSME,60,1151
37,PSME,60,336
37,PSME,70,234
37,RUSP,70,5
38,ACCI,10,39
38,ACMA,30,131
38,ACMA,40,76
38,ACMA,210,225
38,ALRU,30,401
38,MANE,10,20
38,MANE,20,54
38,RUSP,20,5
39,ACCI,30,105
39,ACCI,40,105
39,MANE,10,50
39,MANE,10,50
39,PSME,20,3300
39,PSME,30,2101
39,PSME,30,903
39,THPL,40,72
39,TSHE,50,167
39,TSHE,70,167
39,TSHE,110,167
40,ACCI,20,49
40,ACCI,30,60
40,ACMA,10,30
40,ACMA,20,30
40,ACMA,20,89
40,ACMA,20,149
40,ACMA,20,208
40,ALRU,30,1084
40,ALRU,50,1619
40,RUSP,70,4
41,ACCI,20,237
41,ACCI,30,237
41,ARME,1,363
41,PSME,10,95
41,PSME,20,3018
41,PSME,20,6429
41,PSME,30,8194
41,PSME,30,8627
41,PSME,50,7596
41,RUSP,70,7
42,ACCI,20,39
42,ACCI,30,82
42,ARME,1,363
42,PSME,20,425
42,PSME,20,661
42,PSME,30,2660
42,PSME,30,3248
42,PSME,30,4424
42,PSME,30,5012
42,PSME,40,8009
42,PSME,40,8625
42,PSME,40,10476
42,PSME,40,11093
42,PSME,40,11709
42,RUSP,70,195
43,ACCI,20,62
43,ACCI,30,52
43,ACMA,30,227
43,ALRU,10,82
43,ALRU,30,1231
43,ALRU,30,1395
43,RUSP,70,5
44,ACCI,20,237
44,ACCI,30,237
44,ACMA,10,96
44,ACMA,20,96
44,ACMA,30,113
44,PSME,10,58
44,PSME,20,152
44,PSME,30,182
44,PSME,30,213
44,PSME,50,5692
44,PSME,50,5745
44,PSME,50,6059
44,RUSP,70,267
45,ACCI,20,128
45,ACCI,30,31
45,PSME,10,165
45,RUSP,70,5
46,ACCI,20,128
46,ACCI,30,31
46,ACMA,10,1078
46,ACMA,20,1078
46,PSME,20,236
46,RUSP,70,5
47,ACCI,20,128
47,ACCI,30,31
47,ALRU,20,871
47,ALRU,30,1525
47,RUSP,70,15
48,ACCI,20,6
48,ACCI,30,6
48,ALRU,30,1508
48,ALRU,30,1508
48,ALRU,40,1507
48,ALRU,50,1501
48,RUSP,70,5
49,ACCI,20,266
49,ACCI,30,271
49,ACMA,1,223
49,ARME,1,285
49,ARME,1,285
49,FRPU,1,11
49,PSME,30,20549
49,PSME,30,9320
49,PSME,40,3706
49,RUSP,70,5
50,ACCI,20,6
50,ACCI,30,6
50,ALRU,20,6203
50,ALRU,20,6203
50,ALRU,20,6203
50,ALRU,40,6008
50,ALRU,50,5715
50,RUSP,70,193
51,ACCI,20,101
51,ACCI,30,83
51,ACMA,1,2339
51,PSME,20,1046
51,PSME,30,1046
51,PSME,40,1046
51,PSME,50,1046
51,PSME,50,1046
51,PSME,50,1046
51,PSME,60,846
51,PSME,90,1534
51,RUSP,70,267
52,ACCI,20,41
52,ACCI,30,41
52,PSME,20,5515
52,PSME,40,16775
52,PSME,40,13923
52,PSME,40,12497
52,PSME,50,2328
52,RUSP,70,5
53,ACCI,20,128
53,ACCI,30,31
53,PSME,60,14939
53,PSME,130,14939
53,RUSP,70,5
54,ACCI,20,41
54,ACCI,30,41
54,FRPU,10,16
54,PSME,40,1863
54,PSME,140,96
54,PSME,140,96
54,PSME,230,96
54,RUSP,70,5
55,ACCI,20,41
55,ACCI,30,41
55,PSME,110,96
55,PSME,120,96
55,PSME,120,96
55,PSME,150,96
55,RUSP,70,5
56,ACCI,20,29
56,ACCI,30,45
56,PSME,20,10285
56,PSME,110,96
56,PSME,110,96
56,PSME,230,96
56,RUSP,70,4
56,TSHE,60,184
57,ACCI,20,41
57,ACCI,30,41
57,ACMA,80,1308
57,PSME,50,3902
57,PSME,120,774
57,PSME,130,774
57,RUSP,70,5
58,ACCI,20,128
58,ACCI,30,31
58,ALRU,1,871
58,ALRU,10,871
58,RUSP,70,15
59,ACCI,20,128
59,ACCI,30,31
59,ALRU,80,638
59,PSME,130,165
59,RUSP,70,12
60,ACCI,20,8
60,ACCI,30,28
60,FRPU,10,11
60,PSME,100,1479
60,PSME,100,1526
60,PSME,110,1549
60,PSME,110,1580
60,PSME,110,1588
60,PSME,110,1619
60,PSME,120,1627
60,PSME,130,1627
60,PSME,130,1627
60,RUSP,70,267
61,ACCI,20,41
61,ACCI,30,41
61,PSME,100,96
61,PSME,110,96
61,PSME,110,96
61,PSME,180,96
61,RUSP,70,5
62,ACCI,20,237
62,ACCI,30,237
62,ALRU,80,1303
62,PSME,110,1204
62,PSME,110,1204
62,PSME,120,1204
62,PSME,130,1204
62,PSME,140,1204
62,RUSP,70,24
62,THPL,90,67
62,TSHE,60,337
63,ACCI,20,128
63,ACCI,30,31
63,PSME,120,14939
63,PSME,200,14939
63,RUSP,70,5
64,ACCI,20,128
64,ACCI,30,31
64,ACMA,20,223
64,PSME,40,14939
64,PSME,120,14939
64,RUSP,70,5
65,ACCI,20,101
65,ACCI,30,83
65,FRPU,1,63
65,PSME,1,1046
65,PSME,60,347
65,PSME,100,1895
65,PSME,110,2126
65,PSME,110,2178
65,PSME,120,2307
65,PSME,130,2564
65,PSME,170,374
65,RUSP,70,267
66,ACCI,20,128
66,ACCI,30,31
66,ALRU,40,112
66,ALRU,70,112
66,PSME,20,1720
66,PSME,70,60
66,RUSP,70,73
67,ACCI,20,128
67,ACCI,30,31
67,ALRU,40,638
67,RUSP,70,15
68,ACCI,20,237
68,ACCI,30,237
68,PSME,20,5064
68,PSME,20,5747
68,PSME,30,7111
68,PSME,30,9060
68,PSME,40,8819
68,PSME,40,8207
68,RUSP,70,7
69,ACCI,20,41
69,ACCI,30,41
69,PSME,20,9114
69,PSME,40,2026
69,PSME,60,1176
69,PSME,80,718
69,RUSP,70,5
70,ACCI,20,237
70,ACCI,30,237
70,ACMA,20,80
70,PSME,30,8194
70,PSME,40,8971
70,PSME,40,8819
70,PSME,40,8360
70,PSME,50,7290
70,PSME,50,6832
70,RUSP,70,7
71,ACCI,20,128
71,ACCI,30,31
71,ALRU,20,638
71,PSME,40,14939
71,PSME,50,14939
71,RUSP,70,12
72,ACCI,20,41
72,ACCI,30,41
72,PSME,10,2844
72,PSME,40,3706
72,PSME,50,3706
72,RUSP,70,5
73,ACCI,20,6
73,ACCI,30,6
73,ALRU,20,307
73,ALRU,20,389
73,ALRU,20,472
73,PREM,30,457
73,PSME,90,7
73,RUSP,70,9
73,TSHE,30,1287
73,UMCA,1,141
74,ACCI,20,76
74,ACCI,30,76
74,ACMA,30,248
74,ACMA,30,268
74,ACMA,30,288
74,ACMA,30,309
74,ACMA,30,329
74,ACMA,30,369
74,PSME,50,8535
74,PSME,50,8535
74,PSME,140,8535
74,RUSP,70,37
75,ACCI,20,128
75,ACCI,30,31
75,ACMA,20,223
75,PREM,20,179
75,PSME,20,3121
75,PSME,30,13757
75,RUSP,70,9
76,ACCI,20,128
76,ACCI,30,31
76,ALRU,50,638
76,PSME,40,14939
76,PSME,60,14939
76,RUSP,70,24
76,THPL,20,67
77,ACCI,20,128
77,ACCI,30,31
77,PSME,60,14939
77,PSME,60,14939
77,RUSP,70,5
78,ACCI,20,6
78,ACCI,30,6
78,ALRU,10,82
78,ALRU,20,246
78,ALRU,20,328
78,RUSP,70,5
79,ACCI,20,41
79,ACCI,30,41
79,PSME,110,234
79,PSME,110,234
79,PSME,110,234
79,PSME,120,234
79,PSME,130,234
79,RUSP,70,5
80,ACCI,20,69
80,ACCI,30,74
80,FRPU,1,16
80,PSME,90,3371
80,PSME,110,3371
80,PSME,120,3371
80,PSME,130,3371
80,PSME,200,3371
80,RUSP,70,5
81,ACCI,20,237
81,ACCI,30,237
81,FRPU,1,63
81,PSME,110,184
81,PSME,110,210
81,PSME,120,280
81,PSME,130,324
81,PSME,150,426
81,PSME,200,426
81,RUSP,70,7
82,ACCI,20,237
82,ACCI,30,237
82,PSME,1,5515
82,PSME,10,5515
82,PSME,90,234
82,PSME,100,234
82,PSME,100,234
82,RUSP,70,7
82,THPL,40,67
83,ACCI,20,41
83,ACCI,30,41
83,PSME,110,774
83,PSME,130,774
83,PSME,140,774
83,RUSP,70,5
84,ACCI,20,237
84,ACCI,30,237
84,PSME,1,47
84,PSME,50,7749
84,PSME,50,7443
84,PSME,60,5609
84,PSME,70,4234
84,PSME,110,197
84,RUSP,70,7
85,ACCI,20,8
85,ACCI,30,28
85,FRPU,1,11
85,PSME,1,110
85,PSME,60,3766
85,PSME,60,8020
85,PSME,80,5011
85,PSME,90,1402
85,PSME,90,1410
85,PSME,100,1526
85,PSME,130,1627
85,PSME,230,1627
85,RUSP,70,267
86,ACCI,20,237
86,ACCI,30,237
86,PSME,30,3292
86,PSME,50,5732
86,PSME,80,224
86,PSME,90,124
86,PSME,110,89
86,PSME,140,84
86,PSME,170,84
86,RUSP,70,267
87,ACCI,20,237
87,ACCI,30,237
87,PSME,40,8513
87,PSME,90,1483
87,PSME,120,286
87,PSME,130,299
87,PSME,130,350
87,PSME,200,426
87,RUSP,70,7
88,ACCI,20,237
88,ACCI,30,237
88,PSME,30,8627
88,PSME,40,8360
88,PSME,70,3470
88,PSME,120,280
88,PSME,130,312
88,PSME,140,401
88,RUSP,70,7
89,ACCI,20,41
89,ACCI,30,41
89,PSME,40,2244
89,PSME,80,65
89,PSME,130,65
89,PSME,140,65
89,RUSP,70,24
89,THPL,60,67
90,ACCI,20,237
90,ACCI,30,237
90,PSME,60,5304
90,PSME,100,165
90,PSME,120,261
90,PSME,120,280
90,PSME,140,375
90,PSME,160,426
90,RUSP,70,7
91,ACCI,20,41
91,ACCI,30,41
91,PISI,70,1542
91,PSME,80,964
91,PSME,130,774
91,PSME,180,774
91,RUSP,70,5
91,THPL,80,67
92,ALRU,20,871
92,ALRU,30,1198
92,RHMA,20,26
92,RUSP,70,15
92,VAOV,30,28
92,VAOV,40,28
92,VAOV,50,28
92,VAOV,60,28
93,PSME,120,304
93,PSME,160,304
93,RHMA,20,26
93,RUSP,70,10
93,UMCA,1,17
93,UMCA,20,114
93,VAOV,30,28
93,VAOV,40,28
93,VAOV,50,28
93,VAOV,60,28
94,ALRU,20,769
94,PSME,1,110
94,PSME,100,17127
94,RHMA,20,26
94,RUSP,70,13
94,VAOV,30,28
94,VAOV,40,28
94,VAOV,50,28
94,VAOV,60,28
95,PSME,100,777
95,PSME,110,777
95,PSME,120,777
95,PSME,130,777
95,RHMA,20,26
95,RUSP,70,10
95,TSHE,1,3040
95,TSHE,10,3040
95,TSHE,110,1738
95,TSHE,130,1738
95,VAOV,30,28
95,VAOV,40,28
95,VAOV,50,28
95,VAOV,60,28
96,ACCI,20,41
96,ACCI,30,41
96,PSME,100,234
96,PSME,110,234
96,PSME,110,234
96,PSME,130,234
96,PSME,140,234
96,RUSP,70,5
96,UMCA,1,17
96,UMCA,40,114
97,ALRU,1,769
97,PSME,60,29624
97,PSME,90,29624
97,PSME,120,29624
97,PSME,230,29624
97,RHMA,20,26
97,RUSP,70,10
97,VAOV,30,28
97,VAOV,40,28
97,VAOV,50,28
97,VAOV,60,28
98,PSME,80,11963
98,PSME,90,11963
98,PSME,110,11963
98,RHMA,20,26
98,RUSP,70,10
98,VAOV,30,28
98,VAOV,40,28
98,VAOV,50,28
98,VAOV,60,28
99,ALRU,20,769
99,RHMA,20,26
99,RUSP,70,15
99,VAOV,30,28
99,VAOV,40,28
99,VAOV,50,28
99,VAOV,60,28
100,PSME,80,513
100,PSME,100,13
100,PSME,110,13
100,PSME,120,13
100,PSME,130,13
100,RHMA,20,26
100,RUSP,70,10
100,VAOV,30,28
100,VAOV,40,28
100,VAOV,50,28
100,VAOV,60,28
101,PSME,100,1093
101,PSME,110,779
101,PSME,110,846
101,PSME,120,913
101,PSME,120,957
101,PSME,120,980
101,PSME,120,1047
101,PSME,160,1846
101,PSME,170,2048
101,PSME,230,2902
101,RHMA,20,236
101,RUSP,70,63
101,UMCA,10,106
101,UMCA,10,106
101,UMCA,20,106
101,UMCA,20,106
101,VAOV,30,30
101,VAOV,40,35
101,VAOV,50,29
101,VAOV,60,28
102,ACCI,20,237
102,ACCI,30,237
102,PSME,50,5884
102,PSME,110,89
102,PSME,110,89
102,PSME,110,88
102,PSME,120,88
102,PSME,130,87
102,PSME,140,84
102,RUSP,70,267
103,PSME,100,11963
103,PSME,120,11963
103,PSME,130,11963
103,RHMA,20,26
103,RUSP,70,10
103,VAOV,30,28
103,VAOV,40,28
103,VAOV,50,28
103,VAOV,60,28
104,ALRU,20,769
104,PSME,90,11963
104,PSME,100,11963
104,PSME,110,11963
104,RHMA,20,26
104,RUSP,70,13
104,VAOV,30,28
104,VAOV,40,28
104,VAOV,50,28
104,VAOV,60,28
105,ACCI,20,237
105,ACCI,30,237
105,PSME,110,172
105,PSME,110,184
105,PSME,120,248
105,PSME,120,273
105,PSME,140,394
105,PSME,220,426
105,RUSP,70,7
106,PSME,100,304
106,PSME,130,304
106,RHMA,20,26
106,RUSP,70,10
106,VAOV,30,28
106,VAOV,40,28
106,VAOV,50,28
106,VAOV,60,28
107,ACCI,20,128
107,ACCI,30,31
107,ACMA,30,1078
107,ACMA,140,446
107,PSME,140,165
107,RUSP,70,5
108,PSME,80,29624
108,PSME,90,29624
108,PSME,120,29624
108,PSME,130,29624
108,RHMA,20,26
108,RUSP,70,10
108,UMCA,1,109
108,VAOV,30,28
108,VAOV,40,28
108,VAOV,50,28
108,VAOV,60,28
109,PSME,90,438
109,PSME,100,161
109,PSME,120,15
109,PSME,120,15
109,PSME,130,15
109,PSME,130,15
109,PSME,170,15
109,RHMA,20,192
109,RUSP,70,10
109,VAOV,30,119
109,VAOV,40,125
109,VAOV,50,171
109,VAOV,60,172
110,PSME,110,29624
110,PSME,110,29624
110,PSME,120,29624
110,PSME,120,29624
110,RHMA,20,26
110,RUSP,70,10
110,VAOV,30,28
110,VAOV,40,28
110,VAOV,50,28
110,VAOV,60,28
111,ACMA,10,244
111,ACMA,40,1416
111,ALRU,10,1508
111,ALRU,20,1508
111,ALRU,30,1508
111,ALRU,40,1507
111,RHMA,20,26
111,RUSP,70,72
111,VAOV,30,28
111,VAOV,40,28
111,VAOV,50,28
111,VAOV,60,28
112,PSME,80,1422
112,PSME,100,1481
112,PSME,100,1488
112,PSME,100,1499
112,PSME,110,1534
112,PSME,130,1603
112,RHMA,20,26
112,RUSP,70,10
112,VAOV,30,119
112,VAOV,40,125
112,VAOV,50,171
112,VAOV,60,172
113,ALRU,20,769
113,PSME,50,1801
113,PSME,110,1530
113,PSME,120,1554
113,PSME,120,1561
113,PSME,120,1579
113,PSME,140,1648
113,RHMA,20,26
113,RUSP,70,10
113,VAOV,30,119
113,VAOV,40,125
113,VAOV,50,171
113,VAOV,60,172
114,ACMA,20,1619
114,PSME,50,12943
114,PSME,60,10470
114,PSME,90,3155
114,PSME,100,49
114,PSME,100,52
114,PSME,110,54
114,PSME,110,55
114,PSME,110,56
114,PSME,120,60
114,PSME,140,71
114,PSME,140,72
114,RHMA,20,335
114,RUSP,70,63
114,VAOV,30,72
114,VAOV,40,61
114,VAOV,50,42
114,VAOV,60,31
115,RHMA,20,26
115,RUSP,70,3
115,THPL,90,96
115,VAOV,30,28
115,VAOV,40,28
115,VAOV,50,28
115,VAOV,60,28
116,PSME,60,275
116,PSME,90,451
116,PSME,100,503
116,PSME,110,15
116,PSME,110,15
116,PSME,120,15
116,PSME,170,15
116,RHMA,20,192
116,RUSP,70,10
116,THPL,60,74
116,UMCA,1,109
116,VAOV,30,119
116,VAOV,40,125
116,VAOV,50,171
116,VAOV,60,172
117,ALRU,1,88
117,PSME,70,7550
117,PSME,90,10580
117,PSME,90,16073
117,PSME,100,12243
117,PSME,110,1474
117,PSME,110,3058
117,PSME,120,3537
117,PSME,120,3674
117,PSME,200,4279
117,RHMA,20,213
117,RUSP,70,271
117,VAOV,30,43
117,VAOV,40,38
117,VAOV,50,27
117,VAOV,60,21
118,ACCI,20,8
118,ACCI,30,28
118,PSME,70,2336
118,PSME,100,1349
118,PSME,110,846
118,PSME,120,890
118,PSME,120,913
118,PSME,120,1002
118,PSME,140,1337
118,PSME,160,1862
118,PSME,200,2467
118,PSME,220,2762
118,RUSP,70,267
119,PSME,1,29
119,PSME,1,29
119,PSME,1,29
119,PSME,20,91
119,PSME,100,161
119,PSME,110,15
119,PSME,120,15
119,RHMA,20,192
119,RUSP,70,10
119,VAOV,30,119
119,VAOV,40,125
119,VAOV,50,171
119,VAOV,60,172
120,ACCI,20,128
120,ACCI,30,31
120,ACMA,30,1308
120,ALRU,90,117
120,PSME,170,165
120,RUSP,70,251
121,ALRU,20,769
121,PSME,80,138
121,PSME,100,13
121,PSME,110,13
121,PSME,120,13
121,PSME,150,13
121,RHMA,20,26
121,RUSP,70,10
121,UMCA,10,109
121,VAOV,30,28
121,VAOV,40,28
121,VAOV,50,28
121,VAOV,60,28
122,PSME,100,13
122,PSME,100,13
122,PSME,110,13
122,PSME,120,13
122,PSME,130,13
122,RHMA,20,26
122,RUSP,70,10
122,VAOV,30,28
122,VAOV,40,28
122,VAOV,50,28
122,VAOV,60,28
123,ACCI,20,237
123,ACCI,30,237
123,PSME,70,4234
123,PSME,80,1942
123,PSME,100,165
123,PSME,110,210
123,PSME,130,356
123,PSME,160,426
123,RUSP,70,7
123,UMCA,10,109
124,PSME,110,1113
124,RHMA,20,26
124,RUSP,70,10
124,VAOV,30,28
124,VAOV,40,28
124,VAOV,50,28
124,VAOV,60,28
125,ACCI,20,128
125,ACCI,30,31
125,ALRU,30,638
125,RUSP,70,15
126,PSME,30,13912
126,PSME,200,29624
126,PSME,220,29624
126,PSME,230,29624
126,RHMA,20,26
126,RUSP,70,10
126,VAOV,30,28
126,VAOV,40,28
126,VAOV,50,28
126,VAOV,60,28
127,ALRU,10,871
127,ALRU,90,3050
127,RHMA,20,26
127,RUSP,70,15
127,VAOV,30,28
127,VAOV,40,28
127,VAOV,50,28
127,VAOV,60,28
128,ACCI,20,128
128,ACCI,30,31
128,PSME,100,165
128,RUSP,70,5
129,ACCI,20,237
129,ACCI,30,237
129,PSME,60,5609
129,PSME,90,1483
129,PSME,100,140
129,PSME,100,153
129,PSME,120,254
129,PSME,130,318
129,RUSP,70,7
130,PSME,100,13
130,PSME,100,13
130,PSME,110,13
130,PSME,110,13
130,PSME,120,13
130,RHMA,20,26
130,RUSP,70,10
130,VAOV,30,28
130,VAOV,40,28
130,VAOV,50,28
130,VAOV,60,28
131,ALRU,10,769
131,PSME,30,8674
131,PSME,110,29624
131,PSME,120,29624
131,PSME,130,29624
131,RHMA,20,26
131,RUSP,70,10
131,VAOV,30,28
131,VAOV,40,28
131,VAOV,50,28
131,VAOV,60,28
132,ACCI,20,128
132,ACCI,30,31
132,PSME,100,165
132,RUSP,70,5
133,PSME,70,3965
133,PSME,90,1689
133,PSME,90,1766
133,PSME,100,1792
133,PSME,110,2281
133,PSME,120,2332
133,PSME,120,2358
133,PSME,200,346
133,RHMA,20,192
133,RUSP,70,10
133,VAOV,30,119
133,VAOV,40,125
133,VAOV,50,171
133,VAOV,60,172
134,ACCI,20,41
134,ACCI,30,41
134,PSME,1,5515
134,PSME,100,234
134,PSME,130,234
134,PSME,140,234
134,PSME,170,234
134,RUSP,70,5
135,ALRU,10,769
135,PSME,110,17127
135,PSME,120,17127
135,RHMA,20,26
135,RUSP,70,13
135,VAOV,30,28
135,VAOV,40,28
135,VAOV,50,28
135,VAOV,60,28
136,ACMA,20,80
136,ACMA,20,80
136,ACMA,40,1110
136,ALRU,1,305
136,ALRU,40,3031
136,PSME,20,380
136,RHMA,20,6
136,RUSP,70,173
136,TSHE,40,25
136,VAOV,30,28
136,VAOV,40,28
136,VAOV,50,28
136,VAOV,60,28
137,ACMA,20,477
137,PSME,60,4845
137,PSME,110,172
137,PSME,110,203
137,PSME,120,261
137,PSME,130,324
137,PSME,130,350
137,RHMA,20,26
137,RUSP,70,10
137,THPL,1,67
137,VAOV,30,119
137,VAOV,40,125
137,VAOV,50,171
137,VAOV,60,172
138,ACCI,20,128
138,ACCI,30,31
138,PSME,110,165
138,RUSP,70,5
138,UMCA,10,758
138,UMCA,10,652
139,ACCI,20,41
139,ACCI,30,41
139,ALRU,30,1303
139,PSME,1,99
139,PSME,90,1384
139,PSME,100,1204
139,PSME,130,1204
139,PSME,140,1204
139,RUSP,70,21
140,PSME,80,466
140,PSME,90,29
140,PSME,100,13
140,PSME,110,13
140,PSME,160,13
140,RHMA,20,26
140,RUSP,70,10
140,VAOV,30,28
140,VAOV,40,28
140,VAOV,50,28
140,VAOV,60,28
141,ACCI,20,41
141,ACCI,30,41
141,PSME,110,234
